TEXT;SENTIMEN
 kalo polisi peduli rakyat nya melindungi lindungi kel kejahatan tokoh sadang mati alat menancap vagina dada tulang rongga kepala telinga ;Negatif
 hasil rapid test antigen terintegrasi aplikasi peduli lindungi diperoleh menit menyesuaikan antrian melaksanakan pemeriksaan ;Positif
 nanya gais skrg kalo ragunan beli tiketnya online offline trus pake scan peduli lindungi gkk ;Positif
 peduli lindungi alat bsk pemilu xab ;Negatif
 orang orang doxxing getcontact tahunya peduli lindungi ngaco ;Negatif
 scan nder download peduli lindungi teu hese ;Positif
 tes antigen murah nangor dimana ndan masuk peduli lindungi gitu hasilnya nmakasyi sebelumnyaa ;Positif
 gaes besok teh orang tua scan peduli lindungi kalo nunjukkin sertifikat vaksin aja ;Positif
 aplikasi ojek online data drivernya vaksin berintegrasi peduli lindungi gmn ;Positif
 tenang kak rudal masuk wilayah install aplikasi peduli lindungi ;Negatif
 tergantung security kemarin scan peduli lindungi langsung cek suhu aja mas ;Positif
 peduli lindungi gua dah kepake ;Positif
 panik banget pas sampe stasiun scan peduli lindungi ;Positif
 nak suroboyo peduli lindungi diblok olek kominfo wkwk ;Negatif
 dul make aplikasi peduli lindungi gua kuning gara  ;Positif
 jog kalo nonton empire xxi tuh pake scan peduli lindungi ;Positif
 menteri bilang aplikasi search engine dll nbisa contohnya peduli lindungi beli singapura ;Negatif
 dicina smart city lockdown peduli lindungi absen cucuk idungnya pcr biar warna ijo ;Negatif
 trakhir kesana cek peduli lindungi aja ntahlah ;Positif
 scan peduli lindungi lakukan dimana scan barcode berasal tracking lokasi akurat ;Positif
 pake apk peduli lindungi ngasih tau dimana vaksin terdekat nder ;Positif
 pake peduli lindungi aplikasi mytelkomsel aman gak ;Positif
 sih ngaku sakit aja paksa vaksin suruh pakai peduli lindungi ;Negatif
 trims teguh hadir sbg ahli membongkar pelanggaran ham lwt data pribadi aplikasi peduli lindungi nini twit dibaca nsaya pastikan akn trs melanjutkan advokasi publik xef ;Negatif
 baca thread belaga bikin aplikasi pengganti dteam dkk skrg bikin aplikasi peduli lindungi aja becus bngt nkominfo kontol banget buncit kantong aja dipikirn ngk becus blokirkominfo psemelanggarham humanrights humanrightsviolation ;Negatif
 nggak belain peduli lindungi api call nya https sebenernya udah encrypted layer transport technically ngeles kalo encrypted nkurang cert pinning ;Negatif
 keinget gabut testing peduli lindungi pas gak login gara gara attributenya typo mention peduli lindungi digubris nmeskipun dicuekin tetep saqit sih ;Negatif
 gak percaya aplikasi peduli lindungi tracker pendaftaran membutuhkan data sensitif nik ;Negatif
 mengadu peduli lindungi gegara mulu ;Negatif
 scan peduli lindungi aman via aplikasi for now ;Positif
 oalahh kyknya hasil scan peduli lindungi codenya warna hijau masuk orang  pas scan warna qrnya oren ;Positif
 kayak nomor karna gabut nya grup cool gitu ternyataa tida baikk ramah peduli lindungi semoga kedepan nya solid kubu kubuan syg selingkuh playvic happy happy hybestar  ;Positif
 bantu kaka hubungi peduli lindungi ubah nama kaka biar kaya ktp temenku kemaren kaya gitu gamuncul sertifikat vaksin nya nama nya sesuai ktp proses nya cepet aja gasampe sehari temenku ;Positif
 tau deh kemaren pas kesana pintu langsung scan peduli lindungi trus langsung suruh masuk aja ;Positif
 iya ren udh vaksin nakes sih kayanya coba cek tiket vaksin peduli lindungi udh blm tinggal tunggu updatenya aja sih lokasi tgl vaksinnya buka vaksin sih ;Positif
 sih terlibat peduli lindungi npemilik npengembang pengelola telkom nkeamanan nendorser tim hore ndi kominfo situ ;Negatif
 permenkominfo penyimpanan data pribadi bentuk terenkripsi nuntuk peduli lindungi aplikasi peduli lindungi langsung aplikasi ketiga ditemukan enkripsi diimplementasikan ;Negatif
 bssn kominfo aplikasi peduli lindungi aman datanya dienkripsi napakah dienkripsi sisi aplikasi jawabannya npeduli lindungi getcontact ntanpa enkripsi dienkripsi ;Negatif
 peduli lindungi aplikasi ketiga memasukkan nama nik proses check selesai request server platform nlalu jaminan perpindahan data pengguna ;Negatif
 kemarin hadir ahli mas terkait gugatan pbhi kementerian kesehatan kerjasama peduli lindungi aplikasi ppa nberikut temuan kemarin udah majelis hakim ;Positif
 peduli lindungi aplikasi ketiga tokopedia amp;Positif
 peduli lindungi aja gaada peduli ;Negatif
 coba handle pervaksinan nya email lupa email kemenkes peduli lindungi nya wehehehehe ;Positif
 ngelawak anying peduli lindungi aja data nya bocor pengganti steam abis data rakyat kebocoran ;Negatif
 ohw kirain cek peduli lindungi masuk lokasi bandara ;Positif
 tiketnya peduli lindungi langsung cari aja ;Positif
 after mnt suntik sertifnya langsung peduli lindungi wkwk asik bgt kalo orang dalem tuh ;Positif
 cah info kalo nonton golden scan peduli lindungi ngga ;Positif
 bener udh gpp kak palingan sertifikat engga peduli lindungi maaf salah ;Positif
 download sertif peduli lindungi trs upload tiket dot com data pribadi ;Positif
 jiah peduli lindungi ;Positif
 blm vaksin tpi knpa apk peduli lindungi udh muncul sertifikat nya ;Negatif
 buruan vaksin nder dimana dah nyediain loh tinggal nunggu ngisi berkas antri suntik nunggu pake peduli lindungi ;Positif
 cek ktp disesuaikan ama ktp tix cek ktp peduli lindungi aja ;Positif
 halo butuh sertif vaksin tembus peduli lindungi gausah vaksin murah aja dibayar sertifikat peduli lindungi ;Negatif
 perhatian penonton penutupan asean games wajib peduli lindungi ;Positif
 cuman ngga amit amit yah ndulu aja masuk nama orang yah nwkwkw ngga syarat log apk peduli lindungi tiket ;Negatif
 halo min sertifikat peduli lindungi ;Positif
 aplikasi peduli lindungi gabisa buka klik buka aplikasinya langsung mental ;Negatif
 peraturan mip kynya masuk mall dicek gitu peduli lindungi nya blm  warna kuning ;Positif
 beneran vaksin  nbaru cek sertif peduli lindungi notif tiket  ;Positif
 selamat siang kak calon penumpang kamandaka wajib vaksin minimal dosis dibuktikan menunjukan aplikasi peduli lindungi kartu vaksin kecuali anak usia dibawah penumpang wajib surat keterangan hasil negatif ;Positif
 peduli nakes peduli lindungi masker nakes honorer asnhargamati ;Positif
 akun peduli lindungi gua ilang woy gimana ;Negatif
 peduli lindungi gue rela uninstall pubg ;Negatif
 salah kebodohan pengusaha makanan purchase power rakyat menurun listrik bbm harga cabe makanan meroket rakyat cenderung save money amp;Negatif
 gpp peduli lindungi ;Positif
 udh  masuk peduli lindungi suruh faskesnyq faskesnyq udh bubar gimna coba mempersulit ;Positif
 halo kaka admin lahir salah sertifikat peduli lindungi ngebenerinnya gimana thanks ;Positif
 izin terkait art vaksin data peduli lindungi tercatat vaksin  kenyataannya vaksin ;Negatif
 boosteer mah pau kalo suntik aja peduli lindungi nya sertif nya ;Positif
 pas masuk penjara scan peduli lindungi aplikasinya ;Positif
 dasar uunya apaa hrs install aplikasi bobrok peduli lindungi bikin penuh memori ;Negatif
 selamat pagi kak mohon maaf terbalaskan padatnya antrean interaksi syarat penumpang joglosemarkerto wajib melampirkan sertifikat vaksin minimal dosis dibuktikan aplikasi peduli lindungi kartu vaksin ;Positif
 ceritanya teman  sertifikat  peduli lindungi pengelolaan datanya memengaruhi ybs  ;Negatif
 baca berita model pingin hadiah pejabat mengeluarkan aturan seenak berdasar npeduli lindungi pedulinya nini hadiah pejabat ;Negatif
 dipaksa kacung cina coba cek aplikasi peduli lindungi ciptakan kuota internet dipakai hasilnya kemana pemilik provider ;Negatif
 nggak scan peduli lindungi aja ;Positif
 gak nder peduli lindungi ;Positif
 ajaa surat vaksin abis vaksin masi dikasi surat hub call centernya peduli lindungi trs blg dah vaksin dimana tgl brp vaksin nama nimnya gtt ;Positif
 lupa diintegrasikan peduli lindungi aja gitu biar cakep dah pokoknya ;Positif
 salahnya dimana undang manusia aja melaksanakannya paksaan peduli lindungi vaksin syarat lha undang tuhan paksakan dijadikan syarat paksakan terbiasa agamanya ;Negatif
 peduli lindungi diem bacot bgt ;Negatif
 kedepan rakyat masuk penjara krn tdk pakai aplikasi peduli lindungi bgmn tdk jgnkan mengenal internet masyarakat tdk memiliki pelosok desa daerah terpencil sejahterakanjgnmenyengsarahkan ;Negatif
 cubo donlud peduli lindungi mba ;Positif
 owner applikasi peduli lindungi syp sih ngotot banget keknya belajar applikasi gojeknya menteri pendidikan liat untungnya rakus maksain ikutan ;Negatif
 min oiya min wajib peduli lindungi kah klo skdar nunjukin sertifikat udh download sertifikat fisik cetak orangtua pegang ;Positif
 raka gaada jaringan pas scan peduli lindungi hotspotin males matiin taunya seruangan ketemu tau karna perkara hotspot hahaha ;Positif
 liatin temen login peduli lindungi gabisa ;Positif
 masuk mall aja udah wajib  kemarin masuk aja krn blm  peduli lindungi nya gak kaya ketolak gitu ;Positif
 rek masuk bioskop xxi wajib  lek iyo ditanyain mek scan peduli lindungi mohon infonya mkasii ;Positif
 pacaran pacarannya halal jgn aneh aneh legal weh kadonya kue jgn rebutan kali peduli lindungi open house ;Positif
 download peduli lindungi aja disitu info vaksinya ;Positif
 masuk mall dll pinjem aja ktp kaum pemuja covid ngapain nyebar data aplikasi peduli lindungi tai data rakyat indonesia dijual alibaba cina via singapura wkt aja data ehac dikirim singapura cina gak proses tuh investigasinya ;Negatif
 ktp surat vaksin pulpen foto bukti tiket vaksin nya peduli lindungi ;Positif
 menit gua blm ucapin hbd code peduli lindungi ;Positif
 slr sertif vaksinnya bawa print kaya ssan aja jaga klo peduli lindungi error trus lengkap  print  aja krn klo udh  udh ;Positif
 tenang ges info orang tumbalnya minwoo jung kecapean blm vaksin rentan kena covid klo udah vaksin insyaallah jung lindungi peduli lindungi ;Positif
 pakai nalar kakek nenek orang miskin gaptek bgmna peduli lindungi barang ;Negatif
 suka heran kalo botas org install daftar peduli lindungi emg wajib gtu yak gmn ;Negatif
 virus aja pke peduli lindungi ;Negatif
 gatauu tbtb pas buka peduli lindungi udh pdhl blm vaksin ketiga samsek  ;Negatif
 wihh auto check peduli lindungi ;Positif
 app peduli lindungi masi berguna ;Negatif
 bener peduli peduli lindungi ;Positif
 penjahat peduli lindungi ndisini idealisme meronta terima pemalsuan berkas ;Negatif
 peduli lindungi sertifikat  hilang keliatan app nya anjir ;Negatif
 thanks god agustus peduli lindungi hijau ;Positif
 vaksin tanyain vaksin lupa jenis vaksin aja aja vicenza ntrs ketawa merk panci suntik pake panci coba liat peduli lindungi nya nternyata pfizer anjir maloee   nsoalnya nntn vincenzo woee ;Positif
 ngaco peduli lindungi ;Negatif
 langsung masuk aja nder scan peduli lindungi gpp soale satpam jaga ;Positif
 cek peduli lindungi aja bisaa cari terdekat ;Positif
 ahh see pantes vek aplikasi peduli lindungi ;Positif
 peduli lindungi nge cek ktp ;Positif
 nyebut peduli lindungi peduli lingkungan kle  ;Positif
 nunggu tiket boster peduli lindungi ;Positif
 meeting kerja meetang meeting mulu data bocor data informasi peduli lindungi presiden aja bocor prestasi kominfo performa instansi negri bobrok monopoli bisnis ;Negatif
 udah kakk udh lengkap kali vaksin  iyaa skrg isoman sampe tgl sih peduli lindungi ;Positif
 izin diperbolehkan mobil daytrans aplikasi peduli lindungi surat vaksin app pedulilindungi surat vaksin  ;Positif
 input data vaksin suntik butuh foto ktp terdaftar dosis  resmi dicek peduli lindungi vaksintanpasuntik vaksin  zonauang cuan ;Positif
 ehh klo vaksin aplikasi ntar bkal keliatan sii peduli lindungi nya ;Positif
 cek peduli lindungi lokasi ngadain vaksin ;Positif
 tanyao gebetanmu peduli lindungi pgn ganti peduli nafkahi ;Positif
 belom udh  sertif muncul peduli lindungi aja but idk how sih ;Negatif
 bikin peduli lindungi aja kacau sok sokan bikin steam ;Negatif
 kayake luih urgent peduli umr lindungi bayari ;Positif
 gapapa siapin peduli lindungi ;Positif
 amang tersayanf sdg mencerdaskan publik lwt keteranganya sbg ahli dlm gugatan ptun thd peduli lindungi ntop ;Negatif
 gak niatan nmengganti peduli lindungi peduli nikahi peduli nafkahi ;Positif
 hujan nya depok menemani isoman peduli lindungi nhenakk ntapi nek udan banjir tho ;Positif
 muncul sertifikat vaksin sertifikat tertulis vaksin tanggal agustus dimana tanggal juli tolong diubah data peduli lindungi terimakasih ;Negatif
 pemeriksaan dilanjutkan mendengar keterangan ahli teguh aprianto ahli mendemonstrasikan terkait proses code pengguna peduli lindungi ppa tokopedia tiket dot com ;Negatif
 terima kasih sdh bongkar boroknya aplikasi peduli lindungi npelanggaran data pribadi klo bgini ;Negatif
 halo aduh maaf tau ncuma klo kmrn sebelah pagar pintu masuk satpamnya trus disuruh scan peduli lindungi udah aja ;Positif
 sidang lanjutan gugatan ptun menteri terkait aplikasi peduli lindungi ptun jakarta ;Negatif
 nyesel gue update peduli lindungi sertifikat vaksin nya ilang anjeng gimana  ;Negatif
 searching peduli lindungi aja sob ;Positif
 nih orang blon buster peduli lindungi tercatat udah buster sertivikatnya nkek ginii ginii nihh pro kontra nya ;Negatif
 gue suka matiin lokasi sih cek maps pesen ojol checkin peduli lindungi ;Positif
 setauku scan peduli lindungi ;Positif
 peduli lindungi eror ;Negatif
 vivo pake peduli lindungi    ;Positif
 min tolong cabut syarat mesti vaksin peduli lindungi nya ajak anak wisata kereta api kakaretaan   ;Positif
 rek tau gaa jasa nembak peduli lindungi ;Negatif
 nggak dicek sih mentingin peduli lindungi ;Positif
 tolong date berita negeri perihal pandemi covid vacsin date berita persidangan mandatory vaksin aplikasi peduli lindungi pengadilan vaksin sakit daftar duduk disuntik imun rusak mati ;Negatif
 isunya vaksin dosis nhari  nbuka aplikasi peduli lindungi kaget tulisannya gini udah gitu gak didownload npas buka via website beda tulisannya nbuka web deskop masuk stuck kode otp ;Positif
 kak wajib standing klo dibawah udh ktp kayanya gakbisa standing nik masuknya peduli lindungi sepemahaman sih kak ;Positif
 ahli hubungan aplikasi peduli lindungi platform penyedia aplikasi ppa terkait contact tracing kerjasama memunculkan risiko potensi eksploitasi data platform penyedia aplikasi ppa ;Negatif
 blm ktp kartu peduli lindungi ;Positif
 jgn keliatan ngang ngong lgsg aja masuk scan peduli lindungi ;Positif
 klo pke peduli lindungi premium tbtb sertif  ;Positif
 min tanaya kalo jogja sertifikat vaksin nya peduli lindungi gimana ;Positif
 kadang scan peduli lindungi langsung trobos perubahan kah ;Positif
 mohon info hasil antigen positif support obat isoman kemenkes bgmn input hasil antigen peduli lindungi krn klinik nya blm masuk jaringan kemenkes napakah puskesmas test pcr antigen covid ;Positif
 guys syarat masuk bioskop scan peduli lindungi kalo beli tiket bioskopnya lgsg maaf kudet gapernah nonton ;Positif
 live report nsedang sidang lanjutan gugatan ptun menteri terkait aplikasi peduli lindungi ptun jakarta obyek gugatan berkaitan kerjasama kemenkes platform penyedia aplikasi memuat layanan peduli lindungi ;Negatif
 udah vaksin peduli lindungi vaksin   ;Positif
 tentrem los pake peduli lindungi ;Positif
 parah dah bgt nonton spiderman sedih bet wkwk keknya nonton pengabdi setan deh pake peduli lindungi sich ;Positif
 masuk mall udh pake scan peduli lindungi ;Positif
 kemaren pake kouta ngak buka app ngak ngak internet gimana akses peduli lindungi gojek grab dll ;Negatif
 rek daerah sidoarjo lippo plaza scan peduli lindungi masuknya nmakasih infonya ;Positif
 umsfess vaksin bukti cetak vaksin ilang peduli lindungi aja ;Positif
 kalo check pake peduli lindungi gimana deh tampilan apliaksinya jelek ;Negatif
 dibentak dimaki maki pasien didepan orang karna data swab ybs dimasukan peduli lindungi udah dibilangin masukin data admin petugas swab butuh jam ;Negatif
 hubungin tiket dioper peduli lindungi hubungin peduli lindungi dioper suruh tiket cihuy bgt ;Negatif
